orderid,productid,unitprice_x,quantity,discount,total,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,productname,supplierid,categoryid,quantityperunit,unitprice_y,unitsinstock,unitsonorder,reorderlevel,discontinued,year_month
10978,40,18.4,10,0.0,184.0,-9223372036854775808,9,,-9223372036854775808,1998-04-23,2,32.82,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,18.4,123,0,30,False,
10978,44,19.45,6,0.1500000059604644,116.7,-9223372036854775808,9,,-9223372036854775808,1998-04-23,2,32.82,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,2,-9223372036854775808,19.45,27,0,15,False,
10979,7,30.0,18,0.0,540.0,-9223372036854775808,8,,-9223372036854775808,1998-03-31,2,353.07,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,7,-9223372036854775808,30.0,15,0,10,False,
10979,12,38.0,20,0.0,760.0,-9223372036854775808,8,,-9223372036854775808,1998-03-31,2,353.07,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,5,4,-9223372036854775808,38.0,86,0,0,False,
10979,24,4.5,80,0.0,360.0,-9223372036854775808,8,,-9223372036854775808,1998-03-31,2,353.07,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,10,1,-9223372036854775808,4.5,20,0,0,True,
10979,27,43.9,30,0.0,1317.0,-9223372036854775808,8,,-9223372036854775808,1998-03-31,2,353.07,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,43.9,49,0,30,False,
10979,31,12.5,24,0.0,300.0,-9223372036854775808,8,,-9223372036854775808,1998-03-31,2,353.07,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,12.5,0,70,20,False,
10979,63,43.9,35,0.0,1536.5,-9223372036854775808,8,,-9223372036854775808,1998-03-31,2,353.07,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,2,-9223372036854775808,43.9,24,0,5,False,
10980,75,7.75,40,0.2000000029802322,310.0,-9223372036854775808,4,,902275200000000000,1998-04-17,1,1.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,1,-9223372036854775808,7.75,125,0,25,False,
10981,38,263.5,60,0.0,15810.0,-9223372036854775808,1,,-9223372036854775808,1998-04-02,2,193.37,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,18,1,-9223372036854775808,263.5,17,0,15,False,
10982,7,30.0,20,0.0,600.0,-9223372036854775808,2,,-9223372036854775808,1998-04-08,1,14.01,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,7,-9223372036854775808,30.0,15,0,10,False,
10982,43,46.0,9,0.0,414.0,-9223372036854775808,2,,-9223372036854775808,1998-04-08,1,14.01,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,1,-9223372036854775808,46.0,17,10,25,False,
10983,13,6.0,84,0.1500000059604644,504.0,-9223372036854775808,2,,-9223372036854775808,1998-04-06,2,657.54,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,8,-9223372036854775808,6.0,24,0,5,False,
10983,57,19.5,15,0.0,292.5,-9223372036854775808,2,,-9223372036854775808,1998-04-06,2,657.54,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,19.5,36,0,20,False,
10984,16,17.45,55,0.0,959.75,-9223372036854775808,1,,-9223372036854775808,1998-04-03,3,211.22,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,3,-9223372036854775808,17.45,29,0,10,False,
10984,24,4.5,20,0.0,90.0,-9223372036854775808,1,,-9223372036854775808,1998-04-03,3,211.22,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,10,1,-9223372036854775808,4.5,20,0,0,True,
10984,36,19.0,40,0.0,760.0,-9223372036854775808,1,,-9223372036854775808,1998-04-03,3,211.22,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,17,8,-9223372036854775808,19.0,112,0,20,False,
10985,16,17.45,36,0.1000000014901161,628.1999999999999,-9223372036854775808,2,,-9223372036854775808,1998-04-02,1,91.51,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,3,-9223372036854775808,17.45,29,0,10,False,
10985,18,62.5,8,0.1000000014901161,500.0,-9223372036854775808,2,,-9223372036854775808,1998-04-02,1,91.51,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,8,-9223372036854775808,62.5,42,0,0,False,
10985,32,32.0,35,0.1000000014901161,1120.0,-9223372036854775808,2,,-9223372036854775808,1998-04-02,1,91.51,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,32.0,9,40,25,False,
10986,11,21.0,30,0.0,630.0,-9223372036854775808,8,,-9223372036854775808,1998-04-21,2,217.86,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,5,4,-9223372036854775808,21.0,22,30,30,False,
10986,20,81.0,15,0.0,1215.0,-9223372036854775808,8,,-9223372036854775808,1998-04-21,2,217.86,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,81.0,40,0,0,False,
10986,76,18.0,10,0.0,180.0,-9223372036854775808,8,,-9223372036854775808,1998-04-21,2,217.86,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,1,-9223372036854775808,18.0,57,0,20,False,
10986,77,13.0,15,0.0,195.0,-9223372036854775808,8,,-9223372036854775808,1998-04-21,2,217.86,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,2,-9223372036854775808,13.0,32,0,15,False,
10987,7,30.0,60,0.0,1800.0,-9223372036854775808,8,,-9223372036854775808,1998-04-06,1,185.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,7,-9223372036854775808,30.0,15,0,10,False,
10987,43,46.0,6,0.0,276.0,-9223372036854775808,8,,-9223372036854775808,1998-04-06,1,185.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,1,-9223372036854775808,46.0,17,10,25,False,
10987,72,34.8,20,0.0,696.0,-9223372036854775808,8,,-9223372036854775808,1998-04-06,1,185.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,34.8,14,0,0,False,
10988,7,30.0,60,0.0,1800.0,-9223372036854775808,3,,-9223372036854775808,1998-04-10,2,61.14,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,7,-9223372036854775808,30.0,15,0,10,False,
10988,62,49.3,40,0.1000000014901161,1972.0,-9223372036854775808,3,,-9223372036854775808,1998-04-10,2,61.14,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,3,-9223372036854775808,49.3,17,0,0,False,
10989,6,25.0,40,0.0,1000.0,-9223372036854775808,2,,-9223372036854775808,1998-04-02,1,34.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,2,-9223372036854775808,25.0,120,0,25,False,
10989,11,21.0,15,0.0,315.0,-9223372036854775808,2,,-9223372036854775808,1998-04-02,1,34.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,5,4,-9223372036854775808,21.0,22,30,30,False,
10989,41,9.65,4,0.0,38.6,-9223372036854775808,2,,-9223372036854775808,1998-04-02,1,34.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,9.65,85,0,10,False,
10990,21,10.0,65,0.0,650.0,-9223372036854775808,2,1998-01-04,-9223372036854775808,1998-04-07,3,117.61,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,10.0,3,40,5,False,1998-01
10990,34,14.0,60,0.1500000059604644,840.0,-9223372036854775808,2,1998-01-04,-9223372036854775808,1998-04-07,3,117.61,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,14.0,111,0,15,False,1998-01
10990,55,24.0,65,0.1500000059604644,1560.0,-9223372036854775808,2,1998-01-04,-9223372036854775808,1998-04-07,3,117.61,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,24.0,115,0,20,False,1998-01
10990,61,28.5,66,0.1500000059604644,1881.0,-9223372036854775808,2,1998-01-04,-9223372036854775808,1998-04-07,3,117.61,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,2,-9223372036854775808,28.5,113,0,25,False,1998-01
10991,2,19.0,50,0.2000000029802322,950.0,-9223372036854775808,1,1998-01-04,-9223372036854775808,1998-04-07,1,38.51,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,19.0,17,40,25,False,1998-01
10991,70,15.0,20,0.2000000029802322,300.0,-9223372036854775808,1,1998-01-04,-9223372036854775808,1998-04-07,1,38.51,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,1,-9223372036854775808,15.0,15,10,30,False,1998-01
10991,76,18.0,90,0.2000000029802322,1620.0,-9223372036854775808,1,1998-01-04,-9223372036854775808,1998-04-07,1,38.51,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,1,-9223372036854775808,18.0,57,0,20,False,1998-01
10992,72,34.8,2,0.0,69.6,-9223372036854775808,1,1998-01-04,-9223372036854775808,1998-04-03,3,4.27,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,34.8,14,0,0,False,1998-01
10993,29,123.79,50,0.25,6189.5,-9223372036854775808,7,1998-01-04,-9223372036854775808,1998-04-10,3,8.81,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,6,-9223372036854775808,123.79,0,0,0,True,1998-01
10993,41,9.65,35,0.25,337.75,-9223372036854775808,7,1998-01-04,-9223372036854775808,1998-04-10,3,8.81,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,9.65,85,0,10,False,1998-01
10994,59,55.0,18,0.050000000745058,990.0,-9223372036854775808,2,1998-02-04,-9223372036854775808,1998-04-09,3,65.53,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,1998-02
10995,51,53.0,20,0.0,1060.0,-9223372036854775808,1,1998-02-04,-9223372036854775808,1998-04-06,3,46.0,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,7,-9223372036854775808,53.0,20,0,10,False,1998-02
10995,60,34.0,4,0.0,136.0,-9223372036854775808,1,1998-02-04,-9223372036854775808,1998-04-06,3,46.0,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,34.0,19,0,0,False,1998-02
10996,42,14.0,40,0.0,560.0,-9223372036854775808,4,1998-02-04,-9223372036854775808,1998-04-10,2,1.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,5,-9223372036854775808,14.0,26,0,0,True,1998-02
10997,32,32.0,50,0.0,1600.0,-9223372036854775808,8,1998-03-04,-9223372036854775808,1998-04-13,2,73.91,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,32.0,9,40,25,False,1998-03
10997,46,12.0,20,0.25,240.0,-9223372036854775808,8,1998-03-04,-9223372036854775808,1998-04-13,2,73.91,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,12.0,95,0,0,False,1998-03
10997,52,7.0,20,0.25,140.0,-9223372036854775808,8,1998-03-04,-9223372036854775808,1998-04-13,2,73.91,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,5,-9223372036854775808,7.0,38,0,25,False,1998-03
10998,24,4.5,12,0.0,54.0,-9223372036854775808,8,1998-03-04,-9223372036854775808,1998-04-17,2,20.31,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,10,1,-9223372036854775808,4.5,20,0,0,True,1998-03
10998,61,28.5,7,0.0,199.5,-9223372036854775808,8,1998-03-04,-9223372036854775808,1998-04-17,2,20.31,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,2,-9223372036854775808,28.5,113,0,25,False,1998-03
10998,74,10.0,20,0.0,200.0,-9223372036854775808,8,1998-03-04,-9223372036854775808,1998-04-17,2,20.31,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,7,-9223372036854775808,10.0,4,20,5,False,1998-03
10998,75,7.75,30,0.0,232.5,-9223372036854775808,8,1998-03-04,-9223372036854775808,1998-04-17,2,20.31,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,1,-9223372036854775808,7.75,125,0,25,False,1998-03
10999,41,9.65,20,0.050000000745058,193.0,-9223372036854775808,6,1998-03-04,883958400000000000,1998-04-10,2,96.35,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,9.65,85,0,10,False,1998-03
10999,51,53.0,15,0.050000000745058,795.0,-9223372036854775808,6,1998-03-04,883958400000000000,1998-04-10,2,96.35,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,7,-9223372036854775808,53.0,20,0,10,False,1998-03
10999,77,13.0,21,0.050000000745058,273.0,-9223372036854775808,6,1998-03-04,883958400000000000,1998-04-10,2,96.35,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,2,-9223372036854775808,13.0,32,0,15,False,1998-03
11000,4,22.0,25,0.25,550.0,-9223372036854775808,2,1998-06-04,891734400000000000,1998-04-14,3,55.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,2,2,-9223372036854775808,22.0,53,0,0,False,1998-06
11000,24,4.5,30,0.25,135.0,-9223372036854775808,2,1998-06-04,891734400000000000,1998-04-14,3,55.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,10,1,-9223372036854775808,4.5,20,0,0,True,1998-06
11000,77,13.0,30,0.0,390.0,-9223372036854775808,2,1998-06-04,891734400000000000,1998-04-14,3,55.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,2,-9223372036854775808,13.0,32,0,15,False,1998-06
11001,7,30.0,60,0.0,1800.0,-9223372036854775808,2,1998-06-04,891734400000000000,1998-04-14,2,197.3,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,7,-9223372036854775808,30.0,15,0,10,False,1998-06
11001,22,21.0,25,0.0,525.0,-9223372036854775808,2,1998-06-04,891734400000000000,1998-04-14,2,197.3,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,9,5,-9223372036854775808,21.0,104,0,25,False,1998-06
11001,46,12.0,25,0.0,300.0,-9223372036854775808,2,1998-06-04,891734400000000000,1998-04-14,2,197.3,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,12.0,95,0,0,False,1998-06
11001,55,24.0,6,0.0,144.0,-9223372036854775808,2,1998-06-04,891734400000000000,1998-04-14,2,197.3,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,24.0,115,0,20,False,1998-06
11002,13,6.0,56,0.0,336.0,-9223372036854775808,4,1998-06-04,891734400000000000,1998-04-16,1,141.16,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,8,-9223372036854775808,6.0,24,0,5,False,1998-06
11002,35,18.0,15,0.1500000059604644,270.0,-9223372036854775808,4,1998-06-04,891734400000000000,1998-04-16,1,141.16,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,18.0,20,0,15,False,1998-06
11002,42,14.0,24,0.1500000059604644,336.0,-9223372036854775808,4,1998-06-04,891734400000000000,1998-04-16,1,141.16,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,5,-9223372036854775808,14.0,26,0,0,True,1998-06
11002,55,24.0,40,0.0,960.0,-9223372036854775808,4,1998-06-04,891734400000000000,1998-04-16,1,141.16,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,24.0,115,0,20,False,1998-06
11003,1,18.0,4,0.0,72.0,-9223372036854775808,3,1998-06-04,891734400000000000,1998-04-08,3,14.91,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,18.0,39,0,10,False,1998-06
11003,40,18.4,10,0.0,184.0,-9223372036854775808,3,1998-06-04,891734400000000000,1998-04-08,3,14.91,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,18.4,123,0,30,False,1998-06
11003,52,7.0,10,0.0,70.0,-9223372036854775808,3,1998-06-04,891734400000000000,1998-04-08,3,14.91,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,5,-9223372036854775808,7.0,38,0,25,False,1998-06
11004,26,31.23,6,0.0,187.38,-9223372036854775808,3,1998-07-04,894326400000000000,1998-04-20,1,44.84,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,31.23,15,0,0,False,1998-07
11004,76,18.0,6,0.0,108.0,-9223372036854775808,3,1998-07-04,894326400000000000,1998-04-20,1,44.84,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,1,-9223372036854775808,18.0,57,0,20,False,1998-07
11005,1,18.0,2,0.0,36.0,-9223372036854775808,2,1998-07-04,894326400000000000,1998-04-10,1,0.75,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,18.0,39,0,10,False,1998-07
11005,59,55.0,10,0.0,550.0,-9223372036854775808,2,1998-07-04,894326400000000000,1998-04-10,1,0.75,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,1998-07
11006,1,18.0,8,0.0,144.0,-9223372036854775808,3,1998-07-04,894326400000000000,1998-04-15,2,25.19,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,18.0,39,0,10,False,1998-07
11006,29,123.79,2,0.25,247.58,-9223372036854775808,3,1998-07-04,894326400000000000,1998-04-15,2,25.19,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,6,-9223372036854775808,123.79,0,0,0,True,1998-07
11007,8,40.0,30,0.0,1200.0,-9223372036854775808,8,1998-08-04,897004800000000000,1998-04-13,2,202.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-6753196800000000000,-9223372036854775808,-9223372036854775808,3,2,-9223372036854775808,40.0,6,0,0,False,1998-08
11007,29,123.79,10,0.0,1237.9,-9223372036854775808,8,1998-08-04,897004800000000000,1998-04-13,2,202.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-6753196800000000000,-9223372036854775808,-9223372036854775808,12,6,-9223372036854775808,123.79,0,0,0,True,1998-08
11007,42,14.0,14,0.0,196.0,-9223372036854775808,8,1998-08-04,897004800000000000,1998-04-13,2,202.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-6753196800000000000,-9223372036854775808,-9223372036854775808,20,5,-9223372036854775808,14.0,26,0,0,True,1998-08
11008,28,45.6,70,0.050000000745058,3192.0,-9223372036854775808,7,1998-08-04,897004800000000000,,3,79.46,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,7,-9223372036854775808,45.6,26,0,0,True,1998-08
11008,34,14.0,90,0.050000000745058,1260.0,-9223372036854775808,7,1998-08-04,897004800000000000,,3,79.46,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,14.0,111,0,15,False,1998-08
11008,71,21.5,21,0.0,451.5,-9223372036854775808,7,1998-08-04,897004800000000000,,3,79.46,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,1998-08
11009,24,4.5,12,0.0,54.0,-9223372036854775808,2,1998-08-04,897004800000000000,1998-04-10,1,59.11,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,10,1,-9223372036854775808,4.5,20,0,0,True,1998-08
11009,36,19.0,18,0.25,342.0,-9223372036854775808,2,1998-08-04,897004800000000000,1998-04-10,1,59.11,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,17,8,-9223372036854775808,19.0,112,0,20,False,1998-08
11009,60,34.0,9,0.0,306.0,-9223372036854775808,2,1998-08-04,897004800000000000,1998-04-10,1,59.11,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,34.0,19,0,0,False,1998-08
11010,7,30.0,20,0.0,600.0,-9223372036854775808,2,1998-09-04,899596800000000000,1998-04-21,2,28.71,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,7,-9223372036854775808,30.0,15,0,10,False,1998-09
11010,24,4.5,10,0.0,45.0,-9223372036854775808,2,1998-09-04,899596800000000000,1998-04-21,2,28.71,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,10,1,-9223372036854775808,4.5,20,0,0,True,1998-09
11011,58,13.25,40,0.050000000745058,530.0,-9223372036854775808,3,1998-09-04,899596800000000000,1998-04-13,1,1.21,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,27,8,-9223372036854775808,13.25,62,0,20,False,1998-09
11011,71,21.5,20,0.0,430.0,-9223372036854775808,3,1998-09-04,899596800000000000,1998-04-13,1,1.21,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,1998-09
11012,19,9.2,50,0.050000000745058,460.0,-9223372036854775808,1,1998-09-04,-9223372036854775808,1998-04-17,3,242.95,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,9.2,25,0,5,False,1998-09
11012,60,34.0,36,0.050000000745058,1224.0,-9223372036854775808,1,1998-09-04,-9223372036854775808,1998-04-17,3,242.95,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,34.0,19,0,0,False,1998-09
11012,71,21.5,60,0.050000000745058,1290.0,-9223372036854775808,1,1998-09-04,-9223372036854775808,1998-04-17,3,242.95,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,1998-09
