orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,shipstate/province,shipzip/postalcode,shipcountry/region,shippingfee,taxes,paymenttype,paiddate,notes,taxrate,taxstatus,statusid,uniquerowid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productid,unitpricex,quantity,discount,productname,supplierid,categoryid,quantityperunit,unitpricey,unitsinstock,unitsonorder,reorderlevel,discontinued,orderdate_main,year,month,unitprice,totalamount
10887,GALED,8,1998-02-13,1998-03-13,1998-02-16,3.0,1.25,Galer a del gastron mo,"Rambla de Catalu a, 23",Barcelona,,8022,Spain,,,,,,,,,,,,639,Galer a del gastr nomo,Eduardo Saavedra,Marketing Manager,"Rambla de Catalu a, 23",Barcelona,,08022,Spain,(93) 203 4560,(93) 203 4561,25,14.0,5.0,0.0,NuNuCa Nu -Nougat-Creme,11.0,3.0,20 - 450 g glasses,14.0,76.0,0.0,30.0,False,,,,14.0,70.0
10888,GODOS,1,1998-02-16,1998-03-16,1998-02-23,2.0,51.87,Godos Cocina T pica,"C/ Romero, 33",Sevilla,,41101,Spain,,,,,,,,,,,,640,Godos Cocina T pica,Jos  Pedro Freyre,Sales Manager,"C/ Romero, 33",Sevilla,,41101,Spain,(95) 555 82 82,,2,19.0,20.0,0.0,Chang,1.0,1.0,24 - 12 oz bottles,19.0,17.0,40.0,25.0,False,,,,19.0,380.0
10888,GODOS,1,1998-02-16,1998-03-16,1998-02-23,2.0,51.87,Godos Cocina T pica,"C/ Romero, 33",Sevilla,,41101,Spain,,,,,,,,,,,,640,Godos Cocina T pica,Jos  Pedro Freyre,Sales Manager,"C/ Romero, 33",Sevilla,,41101,Spain,(95) 555 82 82,,68,12.5,18.0,0.0,Scottish Longbreads,8.0,3.0,10 boxes x 8 pieces,12.5,6.0,10.0,15.0,False,,,,12.5,225.0
10889,RATTC,9,1998-02-16,1998-03-16,1998-02-23,3.0,280.61,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,,,,,,,,,,,,641,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,11,21.0,40.0,0.0,Queso Cabrales,5.0,4.0,1 kg pkg.,21.0,22.0,30.0,30.0,False,,,,21.0,840.0
10889,RATTC,9,1998-02-16,1998-03-16,1998-02-23,3.0,280.61,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,,,,,,,,,,,,641,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,38,263.5,40.0,0.0,C te de Blaye,18.0,1.0,12 - 75 cl bottles,263.5,17.0,0.0,15.0,False,,,,263.5,10540.0
10890,DUMON,7,1998-02-16,1998-03-16,1998-02-18,1.0,32.76,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,,,,,,,,,,,,642,Du monde entier,Janine Labrune,Owner,"67, rue des Cinquante Otages",Nantes,,44000,France,40.67.88.88,40.67.89.89,17,39.0,15.0,0.0,Alice Mutton,7.0,6.0,20 - 1 kg tins,39.0,0.0,0.0,0.0,True,,,,39.0,585.0
10890,DUMON,7,1998-02-16,1998-03-16,1998-02-18,1.0,32.76,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,,,,,,,,,,,,642,Du monde entier,Janine Labrune,Owner,"67, rue des Cinquante Otages",Nantes,,44000,France,40.67.88.88,40.67.89.89,34,14.0,10.0,0.0,Sasquatch Ale,16.0,1.0,24 - 12 oz bottles,14.0,111.0,0.0,15.0,False,,,,14.0,140.0
10890,DUMON,7,1998-02-16,1998-03-16,1998-02-18,1.0,32.76,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,,,,,,,,,,,,642,Du monde entier,Janine Labrune,Owner,"67, rue des Cinquante Otages",Nantes,,44000,France,40.67.88.88,40.67.89.89,41,9.65,14.0,0.0,Jack's New England Clam Chowder,19.0,8.0,12 - 12 oz cans,9.65,85.0,0.0,10.0,False,,,,9.65,135.1
10891,LEHMS,7,1998-02-17,1998-03-17,1998-02-19,2.0,20.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,,,,,,,,,,,,643,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,30,25.89,15.0,0.050000000745058,Nord-Ost Matjeshering,13.0,8.0,10 - 200 g glasses,25.89,10.0,0.0,15.0,False,,,,25.89,388.35
10892,MAISD,4,1998-02-17,1998-03-17,1998-02-19,2.0,120.27,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,,,,,,,,,,,,644,Maison Dewey,Catherine Dewey,Sales Agent,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,(02) 201 24 67,(02) 201 24 68,59,55.0,40.0,0.050000000745058,Raclette Courdavault,28.0,4.0,5 kg pkg.,55.0,79.0,0.0,0.0,False,,,,55.0,2200.0
10893,KOENE,9,1998-02-18,1998-03-18,1998-02-20,2.0,77.78,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,,,,,,,,,,,,645,K niglich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,,8,40.0,30.0,0.0,Northwoods Cranberry Sauce,3.0,2.0,12 - 12 oz jars,40.0,6.0,0.0,0.0,False,,,,40.0,1200.0
10893,KOENE,9,1998-02-18,1998-03-18,1998-02-20,2.0,77.78,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,,,,,,,,,,,,645,K niglich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,,24,4.5,10.0,0.0,Guaran  Fant stica,10.0,1.0,12 - 355 ml cans,4.5,20.0,0.0,0.0,True,,,,4.5,45.0
10893,KOENE,9,1998-02-18,1998-03-18,1998-02-20,2.0,77.78,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,,,,,,,,,,,,645,K niglich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,,29,123.79,24.0,0.0,Th ringer Rostbratwurst,12.0,6.0,50 bags x 30 sausgs.,123.79,0.0,0.0,0.0,True,,,,123.79,2970.96
10893,KOENE,9,1998-02-18,1998-03-18,1998-02-20,2.0,77.78,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,,,,,,,,,,,,645,K niglich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,,30,25.89,35.0,0.0,Nord-Ost Matjeshering,13.0,8.0,10 - 200 g glasses,25.89,10.0,0.0,15.0,False,,,,25.89,906.15
10893,KOENE,9,1998-02-18,1998-03-18,1998-02-20,2.0,77.78,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,,,,,,,,,,,,645,K niglich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,,36,19.0,20.0,0.0,Inlagd Sill,17.0,8.0,24 - 250 g  jars,19.0,112.0,0.0,20.0,False,,,,19.0,380.0
10894,SAVEA,1,1998-02-18,1998-03-18,1998-02-20,1.0,116.13,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,646,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,13,6.0,28.0,0.050000000745058,Konbu,6.0,8.0,2 kg box,6.0,24.0,0.0,5.0,False,,,,6.0,168.0
10894,SAVEA,1,1998-02-18,1998-03-18,1998-02-20,1.0,116.13,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,646,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,69,36.0,50.0,0.050000000745058,Gudbrandsdalsost,15.0,4.0,10 kg pkg.,36.0,26.0,0.0,15.0,False,,,,36.0,1800.0
10894,SAVEA,1,1998-02-18,1998-03-18,1998-02-20,1.0,116.13,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,646,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,75,7.75,120.0,0.050000000745058,Rh nbr u Klosterbier,12.0,1.0,24 - 0.5 l bottles,7.75,125.0,0.0,25.0,False,,,,7.75,930.0
10895,ERNSH,3,1998-02-18,1998-03-18,1998-02-23,1.0,162.75,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,,,,,,,,,,,647,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,24,4.5,110.0,0.0,Guaran  Fant stica,10.0,1.0,12 - 355 ml cans,4.5,20.0,0.0,0.0,True,,,,4.5,495.0
10895,ERNSH,3,1998-02-18,1998-03-18,1998-02-23,1.0,162.75,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,,,,,,,,,,,647,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,39,18.0,45.0,0.0,Chartreuse verte,18.0,1.0,750 cc per bottle,18.0,69.0,0.0,5.0,False,,,,18.0,810.0
10895,ERNSH,3,1998-02-18,1998-03-18,1998-02-23,1.0,162.75,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,,,,,,,,,,,647,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,40,18.4,91.0,0.0,Boston Crab Meat,19.0,8.0,24 - 4 oz tins,18.4,123.0,0.0,30.0,False,,,,18.4,1674.3999999999999
10895,ERNSH,3,1998-02-18,1998-03-18,1998-02-23,1.0,162.75,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,,,,,,,,,,,647,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,60,34.0,100.0,0.0,Camembert Pierrot,28.0,4.0,15 - 300 g rounds,34.0,19.0,0.0,0.0,False,,,,34.0,3400.0
10896,MAISD,7,1998-02-19,1998-03-19,1998-02-27,3.0,32.45,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,,,,,,,,,,,,648,Maison Dewey,Catherine Dewey,Sales Agent,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,(02) 201 24 67,(02) 201 24 68,45,9.5,15.0,0.0,Rogede sild,21.0,8.0,1k pkg.,9.5,5.0,70.0,15.0,False,,,,9.5,142.5
10896,MAISD,7,1998-02-19,1998-03-19,1998-02-27,3.0,32.45,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,,,,,,,,,,,,648,Maison Dewey,Catherine Dewey,Sales Agent,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,(02) 201 24 67,(02) 201 24 68,56,38.0,16.0,0.0,Gnocchi di nonna Alice,26.0,5.0,24 - 250 g pkgs.,38.0,21.0,10.0,30.0,False,,,,38.0,608.0
10897,HUNGO,3,1998-02-19,1998-03-19,1998-02-25,2.0,603.54,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,649,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,29,123.79,80.0,0.0,Th ringer Rostbratwurst,12.0,6.0,50 bags x 30 sausgs.,123.79,0.0,0.0,0.0,True,,,,123.79,9903.2
10897,HUNGO,3,1998-02-19,1998-03-19,1998-02-25,2.0,603.54,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,649,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,30,25.89,36.0,0.0,Nord-Ost Matjeshering,13.0,8.0,10 - 200 g glasses,25.89,10.0,0.0,15.0,False,,,,25.89,932.04
10898,OCEAN,4,1998-02-20,1998-03-20,1998-03-06,2.0,1.27,Oc ano Atl ntico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,,,,,,,,,,,,650,Oc ano Atl ntico Ltda.,Yvonne Moncada,Sales Agent,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,(1) 135-5333,(1) 135-5535,13,6.0,5.0,0.0,Konbu,6.0,8.0,2 kg box,6.0,24.0,0.0,5.0,False,,,,6.0,30.0
10899,LILAS,5,1998-02-20,1998-03-20,1998-02-26,3.0,1.21,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,,,,,,,,,,,,651,LILA-Supermercado,Carlos Gonz lez,Accounting Manager,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,39,18.0,8.0,0.1500000059604644,Chartreuse verte,18.0,1.0,750 cc per bottle,18.0,69.0,0.0,5.0,False,,,,18.0,144.0
10900,WELLI,1,1998-02-20,1998-03-20,1998-03-04,2.0,1.66,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,,,,,,,,,,,,652,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,70,15.0,3.0,0.25,Outback Lager,7.0,1.0,24 - 355 ml bottles,15.0,15.0,10.0,30.0,False,,,,15.0,45.0
10901,HILAA,4,1998-02-23,1998-03-23,1998-02-26,1.0,62.09,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,,,,,,,,,,,,653,HILARION-Abastos,Carlos Hern ndez,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,(5) 555-1340,(5) 555-1948,41,9.65,30.0,0.0,Jack's New England Clam Chowder,19.0,8.0,12 - 12 oz cans,9.65,85.0,0.0,10.0,False,,,,9.65,289.5
10901,HILAA,4,1998-02-23,1998-03-23,1998-02-26,1.0,62.09,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,,,,,,,,,,,,653,HILARION-Abastos,Carlos Hern ndez,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,(5) 555-1340,(5) 555-1948,71,21.5,30.0,0.0,Flotemysost,15.0,4.0,10 - 500 g pkgs.,21.5,26.0,0.0,0.0,False,,,,21.5,645.0
10902,FOLKO,1,1998-02-23,1998-03-23,1998-03-03,1.0,44.15,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,,,,,,,,,,,,654,Folk och f  HB,Maria Larsson,Owner, kergatan 24,Br cke,,S-844 67,Sweden,0695-34 67 21,,55,24.0,30.0,0.1500000059604644,P t  chinois,25.0,6.0,24 boxes x 2 pies,24.0,115.0,0.0,20.0,False,,,,24.0,720.0
10902,FOLKO,1,1998-02-23,1998-03-23,1998-03-03,1.0,44.15,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,,,,,,,,,,,,654,Folk och f  HB,Maria Larsson,Owner, kergatan 24,Br cke,,S-844 67,Sweden,0695-34 67 21,,62,49.3,6.0,0.1500000059604644,Tarte au sucre,29.0,3.0,48 pies,49.3,17.0,0.0,0.0,False,,,,49.3,295.79999999999995
10903,HANAR,3,1998-02-24,1998-03-24,1998-03-04,3.0,36.71,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,,,,,,,,,,,,655,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,13,6.0,40.0,0.0,Konbu,6.0,8.0,2 kg box,6.0,24.0,0.0,5.0,False,,,,6.0,240.0
10903,HANAR,3,1998-02-24,1998-03-24,1998-03-04,3.0,36.71,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,,,,,,,,,,,,655,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,65,21.05,21.0,0.0,Louisiana Fiery Hot Pepper Sauce,2.0,2.0,32 - 8 oz bottles,21.05,76.0,0.0,0.0,False,,,,21.05,442.05
10903,HANAR,3,1998-02-24,1998-03-24,1998-03-04,3.0,36.71,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,,,,,,,,,,,,655,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,68,12.5,20.0,0.0,Scottish Longbreads,8.0,3.0,10 boxes x 8 pieces,12.5,6.0,10.0,15.0,False,,,,12.5,250.0
10904,WHITC,3,1998-02-24,1998-03-24,1998-02-27,3.0,162.95,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,656,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,58,13.25,15.0,0.0,Escargots de Bourgogne,27.0,8.0,24 pieces,13.25,62.0,0.0,20.0,False,,,,13.25,198.75
10904,WHITC,3,1998-02-24,1998-03-24,1998-02-27,3.0,162.95,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,656,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,62,49.3,35.0,0.0,Tarte au sucre,29.0,3.0,48 pies,49.3,17.0,0.0,0.0,False,,,,49.3,1725.5
10905,WELLI,9,1998-02-24,1998-03-24,1998-03-06,2.0,13.72,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,,,,,,,,,,,,657,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,1,18.0,20.0,0.050000000745058,Chai,1.0,1.0,10 boxes x 20 bags,18.0,39.0,0.0,10.0,False,,,,18.0,360.0
10906,WOLZA,4,1998-02-25,1998-03-11,1998-03-03,3.0,26.29,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,,,,,,,,,,,,658,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,ul. Filtrowa 68,Warszawa,,01-012,Poland,(26) 642-7012,(26) 642-7012,61,28.5,15.0,0.0,Sirop d' rable,29.0,2.0,24 - 500 ml bottles,28.5,113.0,0.0,25.0,False,,,,28.5,427.5
10907,SPECD,6,1998-02-25,1998-03-25,1998-02-27,3.0,9.19,Sp cialit s du monde,"25, rue Lauriston",Paris,,75016,France,,,,,,,,,,,,659,Sp cialit s du monde,Dominique Perrier,Marketing Manager,"25, rue Lauriston",Paris,,75016,France,(1) 47.55.60.10,(1) 47.55.60.20,75,7.75,14.0,0.0,Rh nbr u Klosterbier,12.0,1.0,24 - 0.5 l bottles,7.75,125.0,0.0,25.0,False,,,,7.75,108.5
10908,REGGC,4,1998-02-26,1998-03-26,1998-03-06,2.0,32.96,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,,,,,,,,,,,,660,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0522-556721,0522-556722,7,30.0,20.0,0.050000000745058,Uncle Bob's Organic Dried Pears,3.0,7.0,12 - 1 lb pkgs.,30.0,15.0,0.0,10.0,False,,,,30.0,600.0
10908,REGGC,4,1998-02-26,1998-03-26,1998-03-06,2.0,32.96,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,,,,,,,,,,,,660,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0522-556721,0522-556722,52,7.0,14.0,0.050000000745058,Filo Mix,24.0,5.0,16 - 2 kg boxes,7.0,38.0,0.0,25.0,False,,,,7.0,98.0
10909,SANTG,1,1998-02-26,1998-03-26,1998-03-10,2.0,53.05,Sant  Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,,,,,,,,,,,,661,Sant  Gourmet,Jonas Bergulfsen,Owner,Erling Skakkes gate 78,Stavern,,4110,Norway,07-98 92 35,07-98 92 47,7,30.0,12.0,0.0,Uncle Bob's Organic Dried Pears,3.0,7.0,12 - 1 lb pkgs.,30.0,15.0,0.0,10.0,False,,,,30.0,360.0
10909,SANTG,1,1998-02-26,1998-03-26,1998-03-10,2.0,53.05,Sant  Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,,,,,,,,,,,,661,Sant  Gourmet,Jonas Bergulfsen,Owner,Erling Skakkes gate 78,Stavern,,4110,Norway,07-98 92 35,07-98 92 47,16,17.45,15.0,0.0,Pavlova,7.0,3.0,32 - 500 g boxes,17.45,29.0,0.0,10.0,False,,,,17.45,261.75
10909,SANTG,1,1998-02-26,1998-03-26,1998-03-10,2.0,53.05,Sant  Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,,,,,,,,,,,,661,Sant  Gourmet,Jonas Bergulfsen,Owner,Erling Skakkes gate 78,Stavern,,4110,Norway,07-98 92 35,07-98 92 47,41,9.65,5.0,0.0,Jack's New England Clam Chowder,19.0,8.0,12 - 12 oz cans,9.65,85.0,0.0,10.0,False,,,,9.65,48.25
10910,WILMK,1,1998-02-26,1998-03-26,1998-03-04,3.0,38.11,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,,,,,,,,,,,,662,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Keskuskatu 45,Helsinki,,21240,Finland,90-224 8858,90-224 8858,19,9.2,12.0,0.0,Teatime Chocolate Biscuits,8.0,3.0,10 boxes x 12 pieces,9.2,25.0,0.0,5.0,False,,,,9.2,110.39999999999999
10910,WILMK,1,1998-02-26,1998-03-26,1998-03-04,3.0,38.11,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,,,,,,,,,,,,662,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Keskuskatu 45,Helsinki,,21240,Finland,90-224 8858,90-224 8858,49,20.0,10.0,0.0,Maxilaku,23.0,3.0,24 - 50 g pkgs.,20.0,10.0,60.0,15.0,False,,,,20.0,200.0
10910,WILMK,1,1998-02-26,1998-03-26,1998-03-04,3.0,38.11,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,,,,,,,,,,,,662,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Keskuskatu 45,Helsinki,,21240,Finland,90-224 8858,90-224 8858,61,28.5,5.0,0.0,Sirop d' rable,29.0,2.0,24 - 500 ml bottles,28.5,113.0,0.0,25.0,False,,,,28.5,142.5
10911,GODOS,3,1998-02-26,1998-03-26,1998-03-05,1.0,38.19,Godos Cocina T pica,"C/ Romero, 33",Sevilla,,41101,Spain,,,,,,,,,,,,663,Godos Cocina T pica,Jos  Pedro Freyre,Sales Manager,"C/ Romero, 33",Sevilla,,41101,Spain,(95) 555 82 82,,1,18.0,10.0,0.0,Chai,1.0,1.0,10 boxes x 20 bags,18.0,39.0,0.0,10.0,False,,,,18.0,180.0
10911,GODOS,3,1998-02-26,1998-03-26,1998-03-05,1.0,38.19,Godos Cocina T pica,"C/ Romero, 33",Sevilla,,41101,Spain,,,,,,,,,,,,663,Godos Cocina T pica,Jos  Pedro Freyre,Sales Manager,"C/ Romero, 33",Sevilla,,41101,Spain,(95) 555 82 82,,17,39.0,12.0,0.0,Alice Mutton,7.0,6.0,20 - 1 kg tins,39.0,0.0,0.0,0.0,True,,,,39.0,468.0
10911,GODOS,3,1998-02-26,1998-03-26,1998-03-05,1.0,38.19,Godos Cocina T pica,"C/ Romero, 33",Sevilla,,41101,Spain,,,,,,,,,,,,663,Godos Cocina T pica,Jos  Pedro Freyre,Sales Manager,"C/ Romero, 33",Sevilla,,41101,Spain,(95) 555 82 82,,67,14.0,15.0,0.0,Laughing Lumberjack Lager,16.0,1.0,24 - 12 oz bottles,14.0,52.0,0.0,10.0,False,,,,14.0,210.0
10912,HUNGO,2,1998-02-26,1998-03-26,1998-03-18,2.0,580.91,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,664,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,11,21.0,40.0,0.25,Queso Cabrales,5.0,4.0,1 kg pkg.,21.0,22.0,30.0,30.0,False,,,,21.0,840.0
10912,HUNGO,2,1998-02-26,1998-03-26,1998-03-18,2.0,580.91,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,664,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,29,123.79,60.0,0.25,Th ringer Rostbratwurst,12.0,6.0,50 bags x 30 sausgs.,123.79,0.0,0.0,0.0,True,,,,123.79,7427.400000000001
10913,QUEEN,4,1998-02-26,1998-03-26,1998-03-04,1.0,33.05,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,,,,,,,,,,,,665,Queen Cozinha,L cia Carvalho,Marketing Assistant,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,4,22.0,30.0,0.25,Chef Anton's Cajun Seasoning,2.0,2.0,48 - 6 oz jars,22.0,53.0,0.0,0.0,False,,,,22.0,660.0
10913,QUEEN,4,1998-02-26,1998-03-26,1998-03-04,1.0,33.05,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,,,,,,,,,,,,665,Queen Cozinha,L cia Carvalho,Marketing Assistant,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,33,2.5,40.0,0.25,Geitost,15.0,4.0,500 g,2.5,112.0,0.0,20.0,False,,,,2.5,100.0
10913,QUEEN,4,1998-02-26,1998-03-26,1998-03-04,1.0,33.05,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,,,,,,,,,,,,665,Queen Cozinha,L cia Carvalho,Marketing Assistant,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,58,13.25,15.0,0.0,Escargots de Bourgogne,27.0,8.0,24 pieces,13.25,62.0,0.0,20.0,False,,,,13.25,198.75
10914,QUEEN,6,1998-02-27,1998-03-27,1998-03-02,1.0,21.19,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,,,,,,,,,,,,666,Queen Cozinha,L cia Carvalho,Marketing Assistant,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,71,21.5,25.0,0.0,Flotemysost,15.0,4.0,10 - 500 g pkgs.,21.5,26.0,0.0,0.0,False,,,,21.5,537.5
